,RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden
9103,Good,72,6,21,-7,38,47
9104,Good,84,2,-7,-7,16,60
9105,Bad,63,4,17,-7,83,33
9106,Bad,54,14,6,-7,79,86
9107,Bad,89,5,-7,-7,1,95
9108,Bad,61,12,2,-7,63,89
9109,Bad,72,8,41,-7,66,20
9110,Bad,65,5,11,-7,53,98
9111,Bad,73,4,-7,-7,74,76
9112,Bad,69,4,61,-7,38,94
9113,Bad,56,6,4,-7,12,70
9114,Good,71,14,8,-7,1,-8
9115,Bad,57,13,8,-7,94,36
9116,Bad,68,15,8,-7,0,64
9117,Good,78,4,-7,-7,17,25
9118,Good,72,1,-8,-7,57,-8
9119,Bad,56,1,-7,-7,74,36
9120,Bad,68,2,20,-7,5,92
9121,Good,80,3,-7,-7,22,23
9122,Good,74,2,9,-7,5,88
9123,Bad,75,1,19,-7,14,63
9124,Good,81,7,-7,-7,3,95
9125,Good,54,3,0,-7,30,-8
9126,Bad,68,7,-7,-7,66,-8
9127,Good,81,18,-7,-7,21,84
9128,Bad,74,5,-7,-7,54,45
9129,Bad,73,17,-7,-7,31,78
9130,Bad,56,7,4,-7,53,92
9131,Bad,80,5,3,-7,0,91
9132,Bad,78,5,60,-7,21,95
9133,Bad,60,2,4,-7,58,55
9134,Good,87,39,-7,-7,7,-8
9135,Bad,61,5,28,-7,113,97
9136,Good,79,3,-7,-7,20,81
9137,Bad,73,17,-8,-7,73,59
9138,Good,74,9,-7,-7,80,90
9139,Bad,71,8,7,-7,18,-8
9140,Bad,69,23,24,-7,-8,-8
9141,Good,75,6,53,-7,25,69
9142,Bad,75,11,-7,-7,13,55
9143,Good,-9,-9,-9,-9,-9,-9
9144,Good,67,1,2,-7,67,80
9145,Good,90,24,-7,-7,2,-8
9146,Bad,60,16,5,-7,51,-8
9147,Good,84,19,64,-7,32,-8
9148,Bad,80,1,-7,-7,34,101
9149,Bad,44,40,0,-7,58,13
9150,Bad,60,11,2,-7,40,100
9151,Good,82,75,48,-7,1,-8
9152,Bad,78,26,-7,-7,21,-8
9153,Bad,78,40,-7,-7,65,70
9154,Bad,59,1,-7,-7,49,71
9155,Bad,70,10,-7,-7,81,62
9156,Bad,62,8,10,-7,54,-8
9157,Bad,62,9,23,-7,8,60
9158,Bad,64,10,9,-7,68,67
9159,Good,75,35,25,-7,5,-8
9160,Bad,82,8,81,-7,0,92
9161,Good,84,10,17,-7,6,-8
9162,Good,69,7,-7,-7,44,-8
9163,Good,88,19,-7,-7,6,-8
9164,Bad,71,2,-7,-7,42,97
9165,Good,90,1,-7,-7,1,86
9166,Good,78,5,23,-7,25,42
9167,Good,68,4,62,-7,55,78
9168,Bad,70,3,-7,-8,69,94
9169,Bad,65,1,20,0,9,67
9170,Good,75,7,-7,-8,46,54
9171,Bad,61,6,3,6,41,68
9172,Good,83,3,-7,3,8,27
9173,Good,73,4,6,1,15,-8
9174,Bad,81,4,-7,0,5,76
9175,Bad,70,1,-7,0,86,91
9176,Bad,-9,28,15,2,-8,-8
9177,Bad,56,18,1,17,82,-8
9178,Bad,65,4,3,1,37,-8
9179,Good,75,11,58,22,65,78
9180,Bad,83,19,-7,19,38,47
9181,Good,65,7,-7,-8,43,82
9182,Bad,62,8,4,0,62,85
9183,Bad,63,18,3,9,31,68
9184,Bad,75,6,-8,6,57,71
9185,Good,87,2,-7,4,1,-8
9186,Bad,65,1,-7,4,33,88
9187,Bad,76,2,71,8,15,83
9188,Bad,68,4,-7,6,54,-8
9189,Bad,65,1,-7,0,66,72
9190,Bad,68,17,-7,5,0,11
9191,Good,73,4,-7,5,18,69
9192,Bad,82,9,-7,14,9,-8
9193,Good,87,6,-7,1,3,-8
9194,Bad,50,0,1,-8,43,12
9195,Bad,70,6,25,4,3,67
9196,Good,87,12,-7,-8,9,-8
9197,Bad,60,9,65,8,103,-8
9198,Bad,65,5,35,5,66,77
9199,Bad,68,8,16,7,47,68
9200,Bad,55,2,2,2,46,88
9201,Good,76,3,64,3,14,-8
9202,Bad,78,7,-7,7,51,-8
9203,Good,84,13,-7,0,16,82
9204,Bad,56,2,-7,4,73,87
9205,Bad,65,4,15,2,35,93
9206,Good,73,4,62,4,56,89
9207,Good,74,10,-7,0,23,76
9208,Good,-9,-9,-9,-9,-9,-9
9209,Bad,72,2,41,2,25,80
9210,Good,78,7,27,0,9,82
9211,Bad,61,2,9,2,92,33
9212,Good,88,11,-7,7,0,-8
9213,Bad,67,12,45,10,60,-8
9214,Bad,59,6,29,2,61,87
9215,Good,66,3,-8,0,23,79
9216,Bad,63,0,62,0,74,100
9217,Bad,71,5,-7,0,49,98
9218,Good,72,3,80,3,27,81
9219,Bad,72,16,16,4,56,79
9220,Good,84,28,79,8,0,-8
9221,Good,79,21,-7,14,33,-8
9222,Bad,56,2,1,4,53,90
9223,Good,85,3,-8,0,3,37
9224,Good,69,7,-7,22,17,74
9225,Bad,59,4,3,0,47,90
9226,Bad,75,1,44,0,64,-8
9227,Good,73,62,-7,0,57,-8
9228,Bad,-9,-9,-9,-9,-9,-9
9229,Bad,69,9,-7,0,42,-8
9230,Good,68,12,13,8,16,31
9231,Good,70,6,-7,0,32,77
9232,Bad,70,5,-7,0,43,88
9233,Good,65,3,3,2,93,102
9234,Good,77,2,25,16,14,-8
9235,Bad,66,9,33,0,0,5
9236,Bad,68,1,13,1,42,82
9237,Good,89,2,-7,1,0,99
9238,Good,92,61,-7,-8,0,-8
9239,Good,85,4,-7,3,2,-8
9240,Good,65,8,35,7,64,73
9241,Good,83,12,-7,1,12,63
9242,Good,60,5,4,4,26,3
9243,Good,67,7,0,1,18,48
9244,Good,83,6,18,6,4,21
9245,Good,79,4,41,4,16,-8
9246,Good,77,29,29,-8,12,31
9247,Bad,74,2,69,3,34,95
9248,Bad,61,30,2,-8,79,-8
9249,Good,78,32,-7,4,43,45
9250,Good,78,2,-7,3,34,-8
9251,Good,67,17,4,2,40,-8
9252,Good,91,24,-7,-8,2,-8
9253,Good,74,12,33,2,63,86
9254,Bad,63,21,0,10,26,-8
9255,Good,79,3,-7,1,33,81
9256,Bad,62,0,1,17,43,47
9257,Good,80,1,-7,6,40,69
9258,Good,72,1,8,9,21,76
9259,Good,84,3,-7,4,19,50
9260,Good,-9,-9,-9,-9,-9,-9
9261,Good,82,6,-7,1,2,-8
9262,Bad,85,49,-7,-8,10,9
9263,Good,91,10,-7,0,0,24
9264,Good,68,2,16,0,62,-8
9265,Bad,78,3,52,2,27,91
9266,Good,-9,-9,-9,-9,-9,-9
9267,Good,72,2,9,3,22,92
9268,Bad,57,2,3,1,22,-8
9269,Bad,79,5,-7,0,49,90
9270,Good,67,5,4,0,37,-8
9271,Good,89,22,-7,0,0,63
9272,Good,87,4,-7,0,3,92
9273,Bad,87,2,-7,0,3,108
9274,Good,75,8,25,0,2,-8
9275,Bad,65,4,1,0,0,-8
9276,Good,77,1,-7,0,22,98
9277,Bad,68,22,2,0,9,-8
9278,Bad,47,15,2,0,77,-8
9279,Good,90,1,-7,-8,0,77
9280,Good,60,1,4,0,59,29
9281,Bad,58,22,1,1,6,-8
9282,Good,77,14,-7,14,4,64
9283,Good,75,3,33,3,21,-8
9284,Bad,55,48,3,0,1,-8
9285,Good,89,8,-7,13,0,-8
9286,Good,77,27,28,-8,0,-8
9287,Bad,55,2,3,3,16,94
9288,Good,85,4,48,0,14,90
9289,Good,89,5,-7,4,4,-8
9290,Good,81,3,-7,2,67,100
9291,Good,76,9,22,1,48,75
9292,Good,84,5,53,-8,3,-8
9293,Good,88,13,-7,20,0,-8
9294,Good,68,2,36,7,95,100
9295,Good,75,3,-7,10,66,86
9296,Good,63,9,-7,8,73,-8
9297,Bad,67,5,24,5,27,53
9298,Good,86,1,-7,-8,10,-8
9299,Good,86,13,-7,13,4,28
9300,Good,83,2,44,3,0,-8
9301,Bad,77,17,6,8,1,84
9302,Good,74,15,32,21,58,65
9303,Good,-9,-9,-9,-9,-9,-9
9304,Good,88,11,-7,0,5,-8
9305,Good,64,11,-7,0,3,-8
9306,Good,83,13,66,0,0,-8
9307,Good,-9,-9,-9,-9,-9,-9
9308,Good,90,11,-7,12,2,87
9309,Good,82,21,-7,4,4,-8
9310,Bad,63,4,43,3,92,70
9311,Good,66,2,-7,0,63,64
9312,Bad,70,1,41,1,69,-8
9313,Good,87,10,65,1,0,-8
9314,Good,86,7,-7,-8,10,-8
9315,Good,68,27,12,-8,55,84
9316,Good,64,2,18,3,41,82
9317,Good,80,1,41,11,23,-8
9318,Good,65,16,7,19,45,77
9319,Good,65,0,65,-8,36,59
9320,Good,86,9,-7,-8,11,22
9321,Good,77,2,35,1,28,99
9322,Bad,83,14,-7,22,26,-8
9323,Good,82,2,-7,1,21,56
9324,Good,78,2,29,3,42,-8
9325,Good,87,10,-7,-8,1,38
9326,Bad,85,2,-7,4,0,100
9327,Good,90,4,-7,4,2,-8
9328,Good,91,26,-7,-8,1,-8
9329,Bad,85,11,-7,0,19,80
9330,Good,-9,-9,-9,-9,-9,-9
9331,Good,84,5,-7,6,19,17
9332,Good,-9,-9,-9,-9,-9,-9
9333,Good,81,17,-7,-8,20,74
9334,Bad,-9,-9,-9,-9,-9,-9
9335,Good,82,21,-7,18,19,68
9336,Good,67,18,9,0,72,31
9337,Good,75,6,-7,20,1,64
9338,Good,87,10,-7,17,2,-8
9339,Good,82,3,-7,0,37,83
9340,Good,82,32,-7,0,41,43
9341,Good,88,95,-7,-8,5,-8
9342,Good,75,2,-7,0,31,21
9343,Bad,69,6,-7,0,43,77
9344,Bad,69,6,-7,1,78,89
9345,Good,78,27,-7,-8,1,53
9346,Good,87,7,-7,8,2,71
9347,Bad,86,69,-7,-8,12,-8
9348,Good,71,1,2,1,18,-8
9349,Bad,73,7,23,19,1,78
9350,Bad,61,1,-7,0,80,76
9351,Good,61,0,-7,10,77,47
9352,Good,60,4,1,22,62,87
9353,Bad,69,1,-7,1,48,-8
9354,Good,87,5,-7,4,2,61
9355,Good,64,2,42,0,40,58
9356,Good,69,5,-7,1,31,-8
9357,Bad,59,4,19,-8,63,40
9358,Good,65,2,6,1,24,59
9359,Good,80,13,-7,16,21,-8
9360,Good,85,14,22,0,2,-8
9361,Bad,81,7,26,14,4,63
9362,Good,58,9,-7,0,57,79
9363,Good,91,16,-7,11,1,-8
9364,Good,71,4,-7,3,0,-8
9365,Bad,72,9,-7,3,0,-8
9366,Good,-9,-9,-9,-9,-9,-9
9367,Bad,81,13,42,1,9,86
9368,Good,60,3,38,5,59,54
9369,Good,79,4,-7,11,27,93
9370,Good,77,2,7,5,6,99
9371,Good,79,11,-7,2,41,-8
9372,Bad,83,2,-7,5,33,97
9373,Good,72,22,20,8,38,77
9374,Good,63,2,2,3,12,45
9375,Good,75,2,21,3,0,5
9376,Bad,73,5,11,8,-8,66
9377,Good,85,7,-7,0,6,49
9378,Good,88,5,14,17,10,-8
9379,Good,80,1,56,0,19,-8
9380,Good,79,12,-7,0,59,-8
9381,Good,80,42,-7,-8,0,-8
9382,Good,-9,-9,-9,-9,-9,-9
9383,Good,85,26,-7,0,3,-8
9384,Good,85,1,-7,-8,14,56
9385,Good,72,14,-7,10,15,14
9386,Good,71,17,-7,7,47,-8
9387,Good,82,5,19,-8,5,-8
9388,Good,82,40,-7,0,19,-8
9389,Bad,65,1,38,4,33,46
9390,Bad,70,23,-7,-8,21,-8
9391,Bad,59,4,3,4,2,67
9392,Good,83,10,32,10,7,-8
9393,Good,92,14,-7,-8,3,-8
9394,Good,83,1,-7,1,6,71
9395,Good,80,21,-7,17,45,63
9396,Good,84,6,-7,0,1,59
9397,Good,-9,-9,-9,-9,-9,-9
9398,Good,59,24,5,1,104,-8
9399,Bad,71,6,33,1,33,75
9400,Good,84,3,51,4,3,-8
9401,Good,84,35,-7,-8,12,-8
9402,Good,91,8,-7,5,4,-8
9403,Good,80,6,14,-8,14,17
9404,Good,65,3,-7,-8,59,95
9405,Good,88,2,-7,22,5,69
9406,Good,77,29,43,0,2,42
9407,Good,79,2,28,1,1,-8
9408,Good,77,14,-7,1,39,86
9409,Bad,73,10,-7,1,76,14
9410,Good,79,10,-7,0,35,67
9411,Good,76,9,14,-8,55,10
9412,Bad,76,9,-7,10,65,78
9413,Bad,72,8,60,21,53,88
9414,Good,66,36,8,5,46,-8
9415,Good,60,4,4,4,60,100
9416,Bad,75,6,-7,12,52,82
9417,Bad,67,3,7,3,4,77
9418,Bad,62,6,8,6,37,87
9419,Bad,91,28,-7,0,0,-8
9420,Bad,63,1,-7,1,75,92
9421,Bad,63,4,-7,0,68,93
9422,Bad,61,7,-7,0,232,83
9423,Bad,65,2,-7,0,18,66
9424,Bad,57,10,8,0,98,64
9425,Bad,61,15,3,0,52,60
9426,Good,70,6,-7,0,28,41
9427,Good,76,12,-7,0,56,60
9428,Bad,66,5,51,0,56,-8
9429,Bad,66,6,16,0,37,87
9430,Bad,83,4,-7,0,1,66
9431,Bad,71,1,-8,0,72,71
9432,Bad,72,4,-7,0,18,44
9433,Bad,60,3,-7,0,-8,92
9434,Good,72,36,35,0,69,-8
9435,Good,68,5,12,0,41,92
9436,Bad,60,2,-7,0,35,73
9437,Bad,64,9,2,0,5,5
9438,Bad,76,11,-7,0,6,95
9439,Good,65,14,6,0,76,82
9440,Good,82,11,-7,0,8,-8
9441,Bad,62,3,11,0,56,85
9442,Bad,60,7,11,0,8,90
9443,Good,57,4,1,0,51,77
9444,Bad,62,3,31,0,68,62
9445,Bad,59,3,4,0,16,83
9446,Bad,62,6,2,0,39,103
9447,Good,57,7,2,0,93,62
9448,Bad,61,5,3,0,49,95
9449,Bad,55,21,3,0,55,56
9450,Bad,63,19,3,0,30,-8
9451,Bad,74,10,80,0,55,62
9452,Bad,77,1,-7,0,30,95
9453,Bad,88,11,-8,0,2,-8
9454,Bad,59,2,15,0,42,88
9455,Bad,68,7,9,0,27,65
9456,Bad,80,8,-7,0,0,24
9457,Bad,86,9,-7,0,9,89
9458,Bad,61,1,-7,0,48,98
9459,Bad,57,6,1,0,14,96
9460,Bad,82,22,12,0,0,-8
9461,Bad,68,3,-7,0,49,52
9462,Bad,41,4,0,0,70,32
9463,Bad,66,14,43,0,-8,61
9464,Bad,70,13,-7,0,41,71
9465,Bad,67,12,30,0,5,85
9466,Bad,66,13,29,0,48,75
9467,Bad,59,2,-7,0,70,37
9468,Good,72,14,44,0,0,-8
9469,Bad,56,16,4,0,0,70
9470,Good,69,13,14,0,52,73
9471,Bad,57,4,14,0,78,46
9472,Bad,72,3,-7,0,85,-8
9473,Bad,59,3,21,0,54,70
9474,Bad,66,15,-8,0,88,79
9475,Bad,73,1,42,0,33,-8
9476,Bad,54,13,5,0,76,-8
9477,Bad,64,5,4,0,44,76
9478,Bad,71,9,2,0,23,82
9479,Bad,89,53,-7,0,0,-8
9480,Good,87,3,-7,0,0,98
9481,Bad,75,6,-7,0,17,100
9482,Bad,67,20,71,0,94,53
9483,Bad,69,8,-7,0,50,88
9484,Bad,61,12,61,0,101,93
9485,Good,80,2,-7,0,23,81
9486,Bad,74,6,9,0,29,28
9487,Bad,70,3,2,0,0,49
9488,Bad,58,7,1,0,36,-8
9489,Bad,65,2,21,0,4,60
9490,Good,83,5,-7,0,4,71
9491,Good,76,5,10,0,8,81
9492,Good,66,17,10,0,37,77
9493,Bad,54,31,4,0,21,47
9494,Bad,57,8,6,0,45,-8
9495,Good,87,7,-7,0,1,6
9496,Bad,61,8,32,0,54,72
9497,Bad,66,16,64,0,60,12
9498,Good,69,3,-7,0,51,71
9499,Good,80,2,-7,0,3,93
9500,Good,78,27,54,0,4,74
9501,Bad,71,3,-7,0,64,91
9502,Bad,62,13,27,0,-8,50
9503,Good,62,10,20,0,81,80
9504,Bad,69,8,46,0,47,56
9505,Good,69,7,20,0,36,75
9506,Bad,67,5,6,0,69,97
9507,Bad,60,7,6,0,0,19
9508,Bad,60,7,-7,0,-8,89
9509,Bad,80,6,65,0,48,-8
9510,Good,64,11,11,0,95,-8
9511,Bad,63,2,-7,0,64,-8
9512,Bad,88,7,-7,0,0,8
9513,Bad,70,7,-8,0,17,69
9514,Good,80,10,-8,0,31,-8
9515,Bad,63,6,25,0,82,74
9516,Bad,56,9,5,0,93,63
9517,Bad,72,2,17,0,9,84
9518,Bad,54,3,3,0,90,-8
9519,Bad,73,2,74,0,-8,99
9520,Bad,61,5,0,0,81,69
9521,Bad,55,8,0,0,76,89
9522,Good,92,42,-7,0,0,-8
9523,Good,71,22,-7,0,19,15
9524,Good,81,14,54,0,8,49
9525,Bad,82,29,56,0,1,-8
9526,Bad,55,17,31,0,0,71
9527,Bad,67,4,13,0,10,-8
9528,Bad,66,33,1,0,0,-8
9529,Bad,66,6,37,0,68,72
9530,Good,72,6,-7,0,38,26
9531,Bad,69,3,25,0,48,40
9532,Bad,66,11,17,0,44,38
9533,Bad,56,18,3,0,49,91
9534,Bad,60,7,57,0,88,-8
9535,Good,78,1,13,0,9,-8
9536,Good,82,11,39,0,3,80
9537,Bad,67,1,14,0,14,90
9538,Bad,59,10,2,0,83,92
9539,Bad,65,6,-7,0,-8,-8
9540,Bad,67,10,27,0,38,89
9541,Bad,56,6,2,0,75,100
9542,Good,85,6,-7,0,4,-8
9543,Bad,63,8,36,-7,61,87
9544,Good,79,16,-7,-7,35,15
9545,Good,78,4,-7,-7,43,-8
9546,Good,88,6,-7,-7,14,-8
9547,Bad,67,2,-8,-7,79,84
9548,Good,76,26,25,-7,13,65
9549,Good,82,13,-7,-7,31,-8
9550,Good,77,9,12,-7,4,49
9551,Bad,65,41,12,-7,46,35
9552,Bad,57,5,5,-7,32,4
9553,Good,72,6,64,-7,57,49
9554,Bad,59,1,1,-7,58,87
9555,Good,61,2,24,-7,68,99
9556,Bad,68,7,-7,-7,-8,-8
9557,Good,76,21,30,-7,17,5
9558,Bad,63,45,30,-7,110,-8
9559,Good,79,2,12,-7,0,-8
9560,Bad,64,4,-7,-7,82,62
9561,Bad,67,6,0,-7,51,-8
9562,Bad,75,2,62,-7,48,99
9563,Good,89,2,-7,-7,7,50
9564,Good,81,9,-7,-7,14,-8
9565,Bad,62,5,47,-7,59,-8
9566,Good,67,2,-7,-7,71,69
9567,Good,84,3,-7,-7,9,100
9568,Good,63,7,2,-7,71,93
9569,Bad,71,3,4,-7,10,-8
9570,Good,72,3,7,-7,23,67
9571,Good,84,10,-7,-7,18,22
9572,Bad,60,3,-7,-7,89,54
9573,Good,81,13,-7,-7,34,-8
9574,Good,75,7,-7,-7,17,67
9575,Good,67,13,2,-7,21,71
9576,Good,82,1,-7,-7,29,-8
9577,Good,75,3,-8,-7,14,82
9578,Bad,64,9,18,-7,51,-8
9579,Good,77,12,19,-7,1,-8
9580,Bad,63,1,5,-7,43,99
9581,Good,83,1,-7,-7,17,-8
9582,Bad,56,13,3,-7,64,50
9583,Bad,72,5,-7,-7,80,-8
9584,Good,68,1,12,-7,19,25
9585,Good,84,3,-7,-7,2,5
9586,Bad,82,2,-7,-7,17,53
9587,Bad,68,4,52,-7,42,90
9588,Bad,77,3,-7,-7,36,-8
9589,Good,88,2,-7,-7,10,-8
9590,Bad,68,4,-7,4,66,60
9591,Good,69,12,79,6,32,68
9592,Bad,70,3,45,0,28,69
9593,Bad,56,4,16,5,39,68
9594,Bad,68,1,28,8,28,92
9595,Good,78,4,50,0,22,46
9596,Bad,75,33,-7,2,83,165
9597,Bad,55,13,10,6,103,-8
9598,Bad,84,11,-7,0,0,61
9599,Good,83,5,-8,2,8,86
9600,Bad,65,5,0,5,40,88
9601,Good,83,1,-7,1,7,48
9602,Bad,58,3,1,0,47,-8
9603,Good,89,10,-7,18,5,33
9604,Bad,54,11,1,6,76,87
9605,Bad,65,3,26,3,56,88
9606,Bad,62,2,0,0,57,81
9607,Bad,60,1,-7,1,71,65
9608,Good,80,3,-7,3,47,51
9609,Good,68,13,10,7,0,71
9610,Good,68,20,9,-8,4,-8
9611,Good,85,2,-7,1,19,-8
9612,Good,77,2,-7,0,20,87
9613,Good,66,4,2,0,54,98
9614,Bad,70,6,-8,1,54,-8
9615,Good,91,18,-7,17,1,-8
9616,Good,80,8,-7,20,44,36
9617,Good,89,3,-7,3,3,29
9618,Bad,59,5,0,1,20,87
9619,Bad,66,8,1,0,54,56
9620,Good,71,6,-7,0,54,36
9621,Good,84,3,-7,4,0,70
9622,Good,83,4,-7,22,20,-8
9623,Good,83,11,-7,17,13,79
9624,Good,83,5,-7,1,2,60
9625,Good,84,47,-7,6,11,-8
9626,Good,74,4,-7,19,26,76
9627,Bad,66,13,69,0,86,76
9628,Bad,55,5,2,0,78,75
9629,Bad,84,12,-7,19,0,-8
9630,Good,91,100,-7,3,0,-8
9631,Bad,54,4,3,4,64,86
9632,Good,89,10,-7,21,37,-8
9633,Bad,69,12,8,0,0,58
9634,Bad,65,19,0,22,26,71
9635,Bad,73,1,14,3,14,97
9636,Good,76,8,-7,8,22,75
9637,Bad,67,23,58,22,86,40
9638,Good,87,11,-7,16,0,25
9639,Bad,58,7,15,1,76,66
9640,Good,88,14,-7,0,11,83
9641,Good,82,28,-7,0,6,-8
9642,Bad,71,5,66,11,18,-8
9643,Bad,71,7,59,1,21,97
9644,Bad,61,7,3,8,75,48
9645,Bad,59,16,9,0,36,18
9646,Bad,55,17,0,1,-8,43
9647,Good,89,25,-7,0,2,-8
9648,Good,82,5,64,-8,1,73
9649,Good,82,11,-7,11,15,36
9650,Bad,54,3,4,5,54,49
9651,Bad,63,2,25,5,45,80
9652,Good,72,6,2,11,11,-8
9653,Good,78,9,-7,1,5,-8
9654,Good,81,14,-7,2,5,62
9655,Good,78,7,-7,0,17,92
9656,Good,88,5,-7,4,2,82
9657,Bad,63,8,3,1,12,77
9658,Bad,81,10,-7,1,76,-8
9659,Good,75,12,24,2,1,31
9660,Good,81,42,77,0,17,-8
9661,Good,85,12,-7,0,1,-8
9662,Good,85,2,-7,0,2,86
9663,Bad,61,35,12,0,0,-8
9664,Good,75,6,26,0,27,74
9665,Bad,60,18,0,0,34,64
9666,Good,68,4,6,0,0,69
9667,Bad,55,6,1,0,0,91
9668,Good,89,18,-7,0,0,-8
9669,Good,86,3,-7,0,2,98
9670,Good,63,5,-7,0,10,32
9671,Bad,77,9,-7,0,34,53
9672,Good,74,3,-7,0,10,53
9673,Good,81,4,-7,2,2,94
9674,Good,87,5,-7,10,9,60
9675,Good,79,1,-7,1,46,92
9676,Good,89,54,-7,6,3,-8
9677,Good,79,9,-7,0,2,42
9678,Good,79,4,24,0,10,-8
9679,Good,66,13,21,2,93,62
9680,Good,69,3,7,4,23,100
9681,Bad,61,6,47,0,66,76
9682,Good,90,14,-7,13,15,82
9683,Good,85,9,-7,2,14,18
9684,Good,90,34,-7,11,3,-8
9685,Good,80,6,-7,6,7,-8
9686,Good,80,44,-7,6,8,-8
9687,Bad,69,14,62,1,3,86
9688,Bad,66,3,4,5,44,-8
9689,Good,88,14,-7,15,0,77
9690,Good,71,2,-7,1,44,95
9691,Bad,80,13,-7,-8,25,84
9692,Good,60,9,16,0,68,40
9693,Bad,69,5,28,9,27,92
9694,Bad,66,2,4,2,1,-8
9695,Good,84,12,-7,13,1,86
9696,Good,86,1,-7,4,29,-8
9697,Good,82,6,26,4,10,56
9698,Good,-9,-9,-9,-9,-9,-9
9699,Good,68,2,1,6,4,57
9700,Good,78,2,77,-8,62,79
9701,Bad,62,1,2,0,34,87
9702,Good,74,8,47,8,15,109
9703,Good,81,1,-7,1,15,22
9704,Good,73,8,60,2,51,91
9705,Good,79,2,-7,1,22,51
9706,Good,83,4,-7,1,45,-8
9707,Good,86,7,-7,0,11,-8
9708,Good,77,23,-7,0,72,-8
9709,Good,77,5,-7,4,57,54
9710,Good,65,2,1,1,5,-8
9711,Good,69,6,-7,1,58,38
9712,Good,90,47,-7,1,0,-8
9713,Good,69,9,40,2,45,96
9714,Bad,69,18,27,1,34,-8
9715,Good,80,8,-7,2,2,-8
9716,Good,73,27,-7,-8,8,-8
9717,Good,84,9,-7,8,4,-8
9718,Good,86,7,-7,1,16,98
9719,Good,73,3,79,1,0,118
9720,Good,84,2,-7,0,4,85
9721,Bad,70,2,-7,1,71,71
9722,Good,72,9,31,10,35,83
9723,Good,76,21,-7,20,0,67
9724,Good,77,2,22,6,29,-8
9725,Bad,74,4,-7,6,38,73
9726,Good,83,9,-7,-8,4,74
9727,Good,76,2,16,3,4,32
9728,Good,69,4,8,-8,2,-8
9729,Good,72,7,-7,0,6,-8
9730,Good,77,4,64,9,12,94
9731,Good,61,3,10,4,53,41
9732,Good,87,35,-7,-8,10,-8
9733,Bad,61,1,10,0,20,-8
9734,Good,89,64,-7,1,1,-8
9735,Good,80,2,-7,10,4,100
9736,Good,80,7,-7,1,0,82
9737,Good,86,7,-7,-8,7,88
9738,Good,88,2,-7,5,9,-8
9739,Good,88,26,-7,0,0,-8
9740,Bad,69,8,-7,8,86,-8
9741,Good,75,20,-7,-8,-8,42
9742,Good,89,4,-7,-8,9,94
9743,Good,84,25,-7,-8,13,-8
9744,Bad,74,8,47,1,30,106
9745,Good,65,15,-7,2,57,79
9746,Bad,84,4,30,5,11,-8
9747,Bad,78,4,1,5,3,-8
9748,Bad,63,6,-7,4,76,56
9749,Bad,73,4,-7,4,73,-8
9750,Bad,73,7,25,2,29,-8
9751,Good,74,2,20,0,3,-8
9752,Bad,71,8,25,0,76,-8
9753,Bad,56,9,3,0,78,96
9754,Good,93,163,-7,0,1,-8
9755,Bad,61,5,21,0,48,62
9756,Bad,59,5,13,0,124,87
9757,Good,82,8,-7,0,17,-8
9758,Bad,76,14,-7,0,49,69
9759,Bad,85,13,-7,0,4,-8
9760,Bad,50,2,3,0,69,97
9761,Bad,84,4,-7,0,0,-8
9762,Good,79,12,-7,0,30,-8
9763,Good,86,10,-7,0,2,84
9764,Bad,58,1,-7,0,94,51
9765,Good,68,2,4,0,5,62
9766,Bad,84,4,28,0,0,-8
9767,Bad,81,22,-7,0,35,-8
9768,Bad,75,2,23,0,24,51
9769,Bad,77,35,-8,0,0,11
9770,Bad,72,5,38,0,14,-8
9771,Bad,60,4,14,0,91,87
9772,Bad,64,10,7,0,47,44
9773,Bad,86,8,-7,0,18,-8
9774,Bad,56,13,1,0,42,76
9775,Good,87,8,-7,0,1,-8
9776,Bad,61,4,1,0,70,75
9777,Bad,74,4,-7,0,37,8
9778,Bad,70,7,12,0,43,-8
9779,Good,80,18,-7,0,25,31
9780,Good,75,4,-7,0,49,36
9781,Good,64,2,32,0,58,-8
9782,Good,73,3,-7,0,13,51
9783,Bad,73,6,30,0,18,55
9784,Good,81,9,24,0,20,-8
9785,Bad,68,7,53,0,70,100
9786,Bad,76,6,-7,0,27,83
9787,Bad,65,16,11,0,25,61
9788,Bad,65,11,37,0,76,-8
9789,Good,80,8,-7,0,2,-8
9790,Good,64,59,30,0,-8,-8
9791,Bad,54,6,5,0,74,98
9792,Good,90,14,-7,0,10,-8
9793,Bad,91,4,-7,0,0,-8
9794,Bad,68,9,-7,0,89,72
9795,Bad,62,2,12,0,38,92
9796,Bad,77,2,-7,0,14,89
9797,Bad,65,7,-7,0,59,29
9798,Good,73,1,56,0,40,76
9799,Bad,77,3,-7,0,17,100
9800,Good,79,3,-7,0,30,87
9801,Good,63,1,22,0,33,48
9802,Bad,72,4,29,0,5,94
9803,Good,74,2,2,0,9,35
9804,Bad,61,8,23,0,97,-8
9805,Good,81,11,10,0,1,96
9806,Bad,75,3,-7,0,41,98
9807,Bad,65,28,4,0,40,-8
9808,Bad,67,5,-7,0,83,95
9809,Bad,60,15,7,0,9,85
9810,Bad,56,2,3,0,70,70
